Group,OrigProgram,Marker Color,Marker Icon,Icon Color,Custom Size,Image,Year,Name,Description,Location,Latitude,Longitude,Geocoded address,Street,Town,InformalTown,Zip
Arts Project,REGI,blue,,,,,2018,Carle^Kandie,"$4,000",31 Sims Road East Haddam CT 06423,41.480401,-72.4290046,"31 Sims Rd, East Haddam, CT 06423, USA",31 Sims Road,East Haddam,East Haddam,6423
Arts Project,ACIG,blue,,,,,2017,Waterbury Symphony Orchestra,"$18,000",160 Robbins Street Waterbury CT 06721,41.5579096,-73.0611519,"160 Robbins St, Waterbury, CT 06708, USA",160 Robbins Street,Waterbury,Waterbury,6721
Arts Project,REGI,blue,,,,,2018,Pettersen^Marc,"$3,000",650 Main Street #301 Middletown CT 06457-2741,41.5649004,-72.6520707,"650 Main St #301, Middletown, CT 06457, USA",650 Main Street #301,Middletown,Middletown,06457-2741
Arts Project,ArtsProj,blue,,,,,2018,After School Arts Program/ASAP,"$12,000",PO Box 15 Washington CT 06794,41.6500394,-73.3354993,"WASHINGTON DT, CT 06794, USA",PO Box 15,Washington,Washington Depot,6794
Arts Project,ARTE-Acc,blue,,,,,2019,New Britain Youth Theater,"$3,000",PO Box 306 New Britain CT 06050,41.6657982,-72.7762025,"135 Chestnut St, New Britain, CT 06050, USA",PO Box 306,New Britain,New Britain,6050
Arts Project,ARTE-Acc,blue,,,,,2020,New Britain Youth Theater,"$3,000",PO Box 306 New Britain CT 06050,41.6657982,-72.7762025,"135 Chestnut St, New Britain, CT 06050, USA",PO Box 306,New Britain,New Britain,6050
Arts Project,REGI,blue,,,,,2018,New Britain Youth Theater,"$4,000",PO Box 306 New Britain CT 06050,41.6657982,-72.7762025,"135 Chestnut St, New Britain, CT 06050, USA",PO Box 306,New Britain,New Britain,6050
Arts Project,ARTE-Acc,blue,,,,,2019,Landmark Community Theatre,"$3,000",PO Box 158 Thomaston CT 06787-1744,41.6693293,-73.0759446,"Thomaston, CT 06787, USA",PO Box 158,Thomaston,Thomaston,06787-1744
Arts Project,REGI,blue,,,,,2019,Canterbury Public Schools,"$3,000",45 Westminster Road Canterbury CT 06331-1500,41.6983522,-71.9765325,"45 Westminster Rd, Canterbury, CT 06331, USA",45 Westminster Road,Canterbury,Canterbury,06331-1500
Arts Project,ACIG,blue,,,,,2017,Padberg^Carol,"$9,700",202 Laurel Street Hartford CT 06105,41.7646493,-72.6967236,"202 Laurel St, Hartford, CT 06105, USA",202 Laurel Street,Hartford,Hartford,6105
Arts Project,REGI,blue,,,,,2018,Greater Hartford YMCA,"$4,000",90 State House Square Hartford CT 06103-2007,41.7661182,-72.6719014,"90 State House Square, Hartford, CT 06161, USA",90 State House Square,Hartford,Hartford,06103-2007
Arts Project,REGI,blue,,,,,2019,Spectrum in Motion Dance Theater Ensemble,"$3,750",233 Pearl Street Hartford CT 06103,41.7662207,-72.677785,"233 Pearl St, Hartford, CT 06103, USA",233 Pearl Street,Hartford,Hartford,6103
Arts Project,REGI,blue,,,,,2020,Spectrum in Motion Dance Theater Ensemble,"$3,825",233 Pearl Street Hartford CT 06103,41.7662207,-72.677785,"233 Pearl St, Hartford, CT 06103, USA",233 Pearl Street,Hartford,Hartford,6103
Arts Project,ARTE-Acc,blue,,,,,2019,"TheaterWorks, Inc.","$3,000",233 Pearl Street Hartford CT 06103-2100,41.7662207,-72.677785,"233 Pearl St, Hartford, CT 06103, USA",233 Pearl Street,Hartford,Hartford,06103-2100
Arts Project,REGI,blue,,,,,2017,Hartford Arts Council^Greater,"$35,000",100 Pearl Street Hartford CT 06103-4500,41.7663459,-72.6748922,"100 Pearl St, Hartford, CT 06103, USA",100 Pearl Street,Hartford,Hartford,06103-4500
Arts Project,REGI,blue,,,,,2019,Weisfeld^Joni,"$3,625",52 Quaker Lane North West Hartford CT 06107,41.7666305,-72.7286964,"52 Quaker Ln N, West Hartford, CT 06119, USA",52 Quaker Lane North,West Hartford,West Hartford,6107
Arts Project,REGI,blue,,,,,2018,Macy^Carol,"$4,000",35 Storey Avenue Coventry CT,41.7674475,-72.3313674,"35 Storey Ave, Coventry, CT 06238, USA",35 Storey Avenue,Coventry,Coventry,
Arts Project,ArtsProj,blue,,,,,2019,East Hartford Public Library,"$10,000",840 Main Street East Hartford CT 06108,41.7682834,-72.6434785,"840 Main St, East Hartford, CT 06108, USA",840 Main Street,East Hartford,East Hartford,6108
Arts Project,ACIG,blue,,,,,2017,Cuatro Puntos,"$8,000",45 Church Street Hartford CT 06103,41.768345,-72.6741531,"45 Church St, Hartford, CT 06103, USA",45 Church Street,Hartford,Hartford,6103
Arts Project,ARTE-Acc,blue,,,,,2020,Cuatro Puntos,"$2,000",45 Church Street Hartford CT 06103,41.768345,-72.6741531,"45 Church St, Hartford, CT 06103, USA",45 Church Street,Hartford,Hartford,6103
Arts Project,ArtsProj,blue,,,,,2020,Cuatro Puntos,"$6,400",45 Church Street Hartford CT 06103,41.768345,-72.6741531,"45 Church St, Hartford, CT 06103, USA",45 Church Street,Hartford,Hartford,6103
Arts Project,ArtsProj,blue,,,,,2018,"Night Fall, Inc.","$12,000",45 Church Street Hartford CT 06103-1299,41.768345,-72.6741531,"45 Church St, Hartford, CT 06103, USA",45 Church Street,Hartford,Hartford,06103-1299
Arts Project,ArtsProj,blue,,,,,2019,"Night Fall, Inc.","$15,000",45 Church Street Hartford CT 06103-1299,41.768345,-72.6741531,"45 Church St, Hartford, CT 06103, USA",45 Church Street,Hartford,Hartford,06103-1299
Arts Project,ArtsProj,blue,,,,,2018,Plumb Dance Company^Sonia,"$12,000",20 Church Street Hartford CT 06105,41.7691285,-72.6743379,"20 Church St, Hartford, CT 06103, USA",20 Church Street,Hartford,Hartford,6105
Arts Project,ArtsProj,blue,,,,,2020,Plumb Dance Company^Sonia,"$12,000",20 Church Street Hartford CT 06105,41.7691285,-72.6743379,"20 Church St, Hartford, CT 06103, USA",20 Church Street,Hartford,Hartford,6105
Arts Project,REGI,blue,,,,,2018,Oliver^Mary,"$4,000",58 North Brook Street Hampton CT,41.7723346,-72.0936869,"58 N Brook St, Hampton, CT 06247, USA",58 North Brook Street,Hampton,Hampton,
Arts Project,ArtsProj,blue,,,,,2019,Blush^Margarita,"$7,500",692 Storrs Road Mansfield CT 06268,41.7742404,-72.2070621,"692 Storrs Rd, Storrs, CT 06268, USA",692 Storrs Road,Mansfield,Storrs Mansfield,6268
Arts Project,REGI,blue,,,,,2019,"Hartford Public Access Television, Inc.","$3,625",20-28 Sargeant Street Hartford CT 06105,41.774958,-72.6885548,"20 Sargeant St, Hartford, CT 06105, USA",20-28 Sargeant Street,Hartford,Hartford,6105
Arts Project,REGI,blue,,,,,2018,Regional School District 10,"$4,000",24 Lyon Road Burlington CT 06013-1334,41.7813672,-72.9887629,"24 Lyon Rd, Burlington, CT 06013, USA",24 Lyon Road,Burlington,Burlington,06013-1334
Arts Project,REGI,blue,,,,,2020,Regional School District 10,"$4,000",24 Lyon Road Burlington CT 06013-1334,41.7813672,-72.9887629,"24 Lyon Rd, Burlington, CT 06013, USA",24 Lyon Road,Burlington,Burlington,06013-1334
Arts Project,ArtsProj,blue,,,,,2019,Dimensional Dance,"$4,800",32 Foxcroft Run Avon CT 06001,41.7852723,-72.8595558,"32 Foxcroft Run, Avon, CT 06001, USA",32 Foxcroft Run,Avon,Avon,6001
Arts Project,REGI,blue,,,,,2018,Lewis^Ruth,"$4,000",32 Foxcroft Run Avon CT 06001-2509,41.7852723,-72.8595558,"32 Foxcroft Run, Avon, CT 06001, USA",32 Foxcroft Run,Avon,Avon,06001-2509
Arts Project,ArtsProj,blue,,,,,2018,Wilkerson^Arien,"$12,000",45 Elmer Street Hartford CT,41.7857799,-72.6761397,"45 Elmer St, Hartford, CT 06120, USA",45 Elmer Street,Hartford,Hartford,
Arts Project,REGI,blue,,,,,2020,Valentine^Anthony,"$4,000",531 Park Avenue Bloomfield CT 06002,41.8238614,-72.7209613,"531 Park Ave, Bloomfield, CT 06002, USA",531 Park Avenue,Bloomfield,Bloomfield,6002
Arts Project,ArtsProj,blue,,,,,2018,Covenant to Care for Children,$0,120 Mountain Avenue Bloomfield CT 06002-1667,41.832877,-72.758919,"120 Mountain Ave, Bloomfield, CT 06002, USA",120 Mountain Avenue,Bloomfield,Bloomfield,06002-1667
Arts Project,REGI,blue,,,,,2020,Palfini^Jeffrey H.,"$4,000",PO Box 64 Cornwall CT 06796,41.8721836,-73.36177927,,PO Box 64,Cornwall,West Cornwall,6796
Arts Project,ArtsProj,blue,,,,,2020,CT Inclusive Arts,"$12,000",92 Andrew Drive Canton CT 06019,41.8838393,-72.8853182,"92 Andrew Dr, Canton, CT 06019, USA",92 Andrew Drive,Canton,Canton,6019
Arts Project,REGI,blue,,,,,2018,Ashford Public Schools,"$4,000",440 Westford Road Ashford CT 06278-2538,41.8925347,-72.1691022,"440 Westford Rd, Ashford, CT 06278, USA",440 Westford Road,Ashford,Ashford,06278-2538
Arts Project,ArtsProj,blue,,,,,2018,"Opera New England of NE CT, Inc.","$12,000",PO Box 75 Pomfret CT 06258,41.8975846,-71.9590028,"32 Putnam Rd, Pomfret, CT 06258, USA",PO Box 75,Pomfret,Pomfret,6258
Arts Project,ArtsProj,blue,,,,,2019,"Opera New England of NE CT, Inc.","$15,000",PO Box 75 Pomfret CT 06258,41.8975846,-71.9590028,"32 Putnam Rd, Pomfret, CT 06258, USA",PO Box 75,Pomfret,Pomfret,6258
Arts Project,ArtsProj,blue,,,,,2018,American Mural Project/Wall of America Foundation,"$12,000",100 Whiting Street Winchester CT 06098,41.9231769,-73.0585135,"Whiting Mills, 100 Whiting St, Winsted, CT 06098, USA",100 Whiting Street,Winchester,Winsted,6098
Arts Project,ArtsProj,blue,,,,,2020,American Mural Project/Wall of America Foundation,"$12,000",100 Whiting Street Winchester CT 06098,41.9231769,-73.0585135,"Whiting Mills, 100 Whiting St, Winsted, CT 06098, USA",100 Whiting Street,Winchester,Winsted,6098
Arts Project,ArtsProj,blue,,,,,2020,Regional School District 1,"$12,000",246 Warren Turnpike Road Canaan CT 06031-1307,41.9370764,-73.3623039,"246 Warren Turnpike Rd, Falls Village, CT 06031, USA",246 Warren Turnpike Road,Canaan,Falls Village,06031-1307
Arts Project,ArtsProj,blue,,,,,2018,Salisbury Sinfonietta,"$12,000",PO Box 178 Salisbury CT 06068,42.023677,-73.4415929,"Salisbury, CT 06068, USA",PO Box 178,Salisbury,Salisbury,6068
Arts Project,REGI,blue,,,,,2018,Montoya^Olivia,"$1,395",88 Bragg Street Canaan CT 06031,42.0313176,-73.3340945,"88 Bragg St, Canaan, CT 06018, USA",88 Bragg Street,Canaan,Canaan,6031
Arts Project,REGI,blue,,,,,2019,Montoya^Olivia,"$1,420",88 Bragg Street Canaan CT 06031,42.0313176,-73.3340945,"88 Bragg St, Canaan, CT 06018, USA",88 Bragg Street,Canaan,Canaan,6031
Arts Workforce,AWI,green,,,,,2018,Stamford Museum & Nature Center,"$3,750",39 Scofieldtown Road Stamford CT 06903-4096,41.123737,-73.5458,"39 SCOFIELDTOWN RD, STAMFORD, CT, 06903",39 Scofieldtown Road,Stamford,Stamford,06903-4096
Arts Workforce,AWI,green,,,,,2019,Stamford Symphony Orchestra (SSO),"$3,750",263 Tresser Boulevard Stamford CT 06901-3205,41.05172,-73.535286,"263 TRESSER BLVD, STAMFORD, CT, 06901",263 Tresser Boulevard,Stamford,Stamford,06901-3205
Arts Workforce,AWI,green,,,,,2019,INTEMPO,"$3,750",58 Church Street Stamford CT 06906,41.07115,-73.52239,"58 CHURCH ST, STAMFORD, CT, 06906",58 Church Street,Stamford,Stamford,6906
Arts Workforce,AWI,green,,,,,2019,INTEMPO,"$3,750",58 Church Street Stamford CT 06906,41.07115,-73.52239,"58 CHURCH ST, STAMFORD, CT, 06906",58 Church Street,Stamford,Stamford,6906
Arts Workforce,AWI,green,,,,,2020,Ridgefield Independent Film Festival,"$3,750",386 Main Street Ridgefield CT 06877,41.281055,-73.49839,"386 MAIN ST, RIDGEFIELD, CT, 06877",386 Main Street,Ridgefield,Ridgefield,6877
Arts Workforce,AWI,green,,,,,2018,Village Center for the Arts,"$3,750",12 Main Street New Milford CT 06776-2820,41.576996,-73.40995,"12 MAIN ST, NEW MILFORD, CT, 06776",12 Main Street,New Milford,New Milford,06776-2820
Arts Workforce,AWI,green,,,,,2020,"Suzuki Music School of Westport, Inc.","$3,750","246 Post Road East, Ste. 304 Westport CT 06880",41.14118,-73.357025,"246 POST RD E, WESTPORT, CT, 06880","246 Post Road East, Ste. 304",Westport,Westport,6880
Arts Workforce,AWI,green,,,,,2020,Grumbling Gryphons Children's Theater,"$3,750",29 Lake Road Cornwall CT 06796-1401,41.878334,-73.30897,"29 LAKE RD, WEST CORNWALL, CT, 06796",29 Lake Road,Cornwall,West Cornwall,06796-1401
Arts Workforce,AWI,green,,,,,2019,Main Street Ballet Company,$960,124 S. Pomperaug Avenue Woodbury CT 06798,41.52499,-73.204765,"124 S POMPERAUG AVE, WOODBURY, CT, 06798",124 S. Pomperaug Avenue,Woodbury,Woodbury,6798
Arts Workforce,AWI,green,,,,,2019,Kennedy Center Inc.^The,"$3,750",39 Lindeman Drive Trumbull CT 06611-4757,41.2319,-73.20026,"39 LINDEMAN DR, TRUMBULL, CT, 06611",39 Lindeman Drive,Trumbull,Trumbull,06611-4757
Arts Workforce,AWI,green,,,,,2020,Northwest Connecticut Arts Council,"$3,750",40 Main Street Torrington CT 06790-3060,41.801304,-73.12134,"40 MAIN ST, TORRINGTON, CT, 06790",40 Main Street,Torrington,Torrington,06790-3060
Arts Workforce,AWI,green,,,,,2018,Mattatuck Museum^The,"$7,500",144 West Main Street Waterbury CT 06702-1298,41.557034,-73.04331,"144 W MAIN ST, WATERBURY, CT, 06702",144 West Main Street,Waterbury,Waterbury,06702-1298
Arts Workforce,AWI,green,,,,,2020,Mattatuck Museum^The,"$3,750",144 West Main Street Waterbury CT 06702-1298,41.557034,-73.04331,"144 W MAIN ST, WATERBURY, CT, 06702",144 West Main Street,Waterbury,Waterbury,06702-1298
Arts Workforce,AWI,green,,,,,2019,Waterbury Region Arts & Culture Collaborative,"$3,750",83 Bank Street Waterbury CT 06702-2229,41.554676,-73.04091,"83 BANK ST, WATERBURY, CT, 06702",83 Bank Street,Waterbury,Waterbury,06702-2229
Arts Workforce,AWI,green,,,,,2019,Seven Angels Theatre,"$3,750",1 Plank Road Waterbury CT 06705-1824,41.54323,-73.01533,"1 PLANK RD, WATERBURY, CT, 06705",1 Plank Road,Waterbury,Waterbury,06705-1824
Arts Workforce,AWI,green,,,,,2019,Seven Angels Theatre,"$3,750",1 Plank Road Waterbury CT 06705-1824,41.54323,-73.01533,"1 PLANK RD, WATERBURY, CT, 06705",1 Plank Road,Waterbury,Waterbury,06705-1824
Arts Workforce,AWI,green,,,,,2019,Shubert Theater/CAPA,"$3,750",247 College Street New Haven CT 06510-2419,41.306602,-72.9292,"247 COLLEGE ST, NEW HAVEN, CT, 06510",247 College Street,New Haven,New Haven,06510-2419
Arts Workforce,AWI,green,,,,,2020,New Haven^City of,"$3,750",165 Church Street New Haven CT 06510-2010,41.30694,-72.92512,"165 CHURCH ST, NEW HAVEN, CT, 06510",165 Church Street,New Haven,New Haven,06510-2010
Arts Workforce,AWI,green,,,,,2017,International Festival of Arts & Ideas,"$6,088",195 Church Street New Haven CT 06510-2009,41.3079,-72.92437,"195 CHURCH ST, NEW HAVEN, CT, 06510",195 Church Street,New Haven,New Haven,06510-2009
Arts Workforce,AWI,green,,,,,2018,International Festival of Arts & Ideas,"$7,500",195 Church Street New Haven CT 06510-2009,41.3079,-72.92437,"195 CHURCH ST, NEW HAVEN, CT, 06510",195 Church Street,New Haven,New Haven,06510-2009
Arts Workforce,AWI,green,,,,,2019,International Festival of Arts & Ideas,"$3,750",195 Church Street New Haven CT 06510-2009,41.3079,-72.92437,"195 CHURCH ST, NEW HAVEN, CT, 06510",195 Church Street,New Haven,New Haven,06510-2009
Arts Workforce,AWI,green,,,,,2019,"Site Projects , Inc.","$3,750","33 Whitney Avenue, 3rd Floor New Haven CT 06510",41.311207,-72.92236,"33 WHITNEY AVE, NEW HAVEN, CT, 06510","33 Whitney Avenue, 3rd Floor",New Haven,New Haven,6510
Arts Workforce,AWI,green,,,,,2018,New Haven^Arts Council of Greater,"$3,750",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Arts Workforce,AWI,green,,,,,2019,New Haven^Arts Council of Greater,"$3,750",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Arts Workforce,AWI,green,,,,,2020,Creative Arts Workshop,"$3,750",80 Audubon Street New Haven CT 06510-1254,41.311417,-72.92137,"80 AUDUBON ST, NEW HAVEN, CT, 06510",80 Audubon Street,New Haven,New Haven,06510-1254
Arts Workforce,AWI,green,,,,,2018,Neighborhood Music School,"$3,750",100 Audubon Street New Haven CT 06510-1253,41.311394,-72.92132,"100 AUDUBON ST, NEW HAVEN, CT, 06510",100 Audubon Street,New Haven,New Haven,06510-1253
Arts Workforce,AWI,green,,,,,2019,Ely Center of Contemporary Art,"$3,750",51 Trumbull Street New Haven CT 06510,41.312496,-72.92031,"51 TRUMBULL ST, NEW HAVEN, CT, 06510",51 Trumbull Street,New Haven,New Haven,6510
Arts Workforce,AWI,green,,,,,2019,Ely Center of Contemporary Art,"$3,750",51 Trumbull Street New Haven CT 06510,41.312496,-72.92031,"51 TRUMBULL ST, NEW HAVEN, CT, 06510",51 Trumbull Street,New Haven,New Haven,6510
Arts Workforce,AWI,green,,,,,2020,New Haven Land Trust,"$3,750","817 Grand Avenue, Suite 102 New Haven CT 06511",41.307835,-72.91649,"817 GRAND AVE, NEW HAVEN, CT, 06511","817 Grand Avenue, Suite 102",New Haven,New Haven,6511
Arts Workforce,AWI,green,,,,,2019,"New Haven Symphony Orchestra, Inc.","$3,750",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Arts Workforce,AWI,green,,,,,2019,"New Haven Symphony Orchestra, Inc.","$7,500",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Arts Workforce,AWI,green,,,,,2019,"Tinaliah ""the One who perseveres""","$3,750",321 Eastern Street A919 New Haven CT 06513,41.316067,-72.87281,"321 EASTERN ST, NEW HAVEN, CT, 06513",321 Eastern Street A919,New Haven,New Haven,6513
Arts Workforce,AWI,green,,,,,2019,"Tinaliah ""the One who perseveres""","$3,750",321 Eastern Street A919 New Haven CT 06513,41.316067,-72.87281,"321 EASTERN ST, NEW HAVEN, CT, 06513",321 Eastern Street A919,New Haven,New Haven,6513
Arts Workforce,AWI,green,,,,,2017,Carol Autorino Center for the Arts & Humanities,"$3,608",1678 Asylum Avenue West Hartford CT 06117-2764,41.77874,-72.72987,"1678 ASYLUM AVE, WEST HARTFORD, CT, 06117",1678 Asylum Avenue,West Hartford,West Hartford,06117-2764
Arts Workforce,AWI,green,,,,,2018,Carol Autorino Center for the Arts & Humanities,"$3,750",1678 Asylum Avenue West Hartford CT 06117-2764,41.77874,-72.72987,"1678 ASYLUM AVE, WEST HARTFORD, CT, 06117",1678 Asylum Avenue,West Hartford,West Hartford,06117-2764
Arts Workforce,AWI,green,,,,,2017,Judy Dworin Performance Project Inc.,"$3,283",75 Charter Oak Avenue Hartford CT 06106,41.759075,-72.67168,"75 CHARTER OAK AVE, HARTFORD, CT, 06106",75 Charter Oak Avenue,Hartford,Hartford,6106
Arts Workforce,AWI,green,,,,,2019,Judy Dworin Performance Project Inc.,"$3,750",75 Charter Oak Avenue Hartford CT 06106,41.759075,-72.67168,"75 CHARTER OAK AVE, HARTFORD, CT, 06106",75 Charter Oak Avenue,Hartford,Hartford,6106
Arts Workforce,AWI,green,,,,,2018,Wesleyan University/Ctr for the Arts,"$3,750",283 Washington Terrace Middletown CT 06457-3261,41.559704,-72.65755,"283 WASHINGTON TER, MIDDLETOWN, CT, 06457",283 Washington Terrace,Middletown,Middletown,06457-3261
Arts Workforce,AWI,green,,,,,2019,Wesleyan University/Ctr for the Arts,"$3,750",283 Washington Terrace Middletown CT 06457-3261,41.559704,-72.65755,"283 WASHINGTON TER, MIDDLETOWN, CT, 06457",283 Washington Terrace,Middletown,Middletown,06457-3261
Arts Workforce,AWI,green,,,,,2019,Wesleyan University/Ctr for the Arts,"$3,750",283 Washington Terrace Middletown CT 06457-3261,41.559704,-72.65755,"283 WASHINGTON TER, MIDDLETOWN, CT, 06457",283 Washington Terrace,Middletown,Middletown,06457-3261
Arts Workforce,AWI,green,,,,,2019,Oddfellows Playhouse,"$3,750",128 Washington Street Middletown CT 06457-2820,41.56171,-72.652725,"128 WASHINGTON ST, MIDDLETOWN, CT, 06457",128 Washington Street,Middletown,Middletown,06457-2820
Arts Workforce,AWI,green,,,,,2019,Oddfellows Playhouse,"$3,750",128 Washington Street Middletown CT 06457-2820,41.56171,-72.652725,"128 WASHINGTON ST, MIDDLETOWN, CT, 06457",128 Washington Street,Middletown,Middletown,06457-2820
Arts Workforce,AWI,green,,,,,2018,Artists for World Peace,"$3,750",377 Ridge Road Middletown CT 06457-4436,41.538242,-72.64236,"377 RIDGE RD, MIDDLETOWN, CT, 06457",377 Ridge Road,Middletown,Middletown,06457-4436
Arts Workforce,AWI,green,,,,,2020,Work_Space,"$3,750",903 Main Street Manchester CT 06040,41.769825,-72.52081,"903 MAIN ST, MANCHESTER, CT, 06040",903 Main Street,Manchester,Manchester,6040
Arts Workforce,AWI,green,,,,,2019,Lutz Children's Museum,"$3,750",247 South Main Street Manchester CT 06040-6561,41.755642,-72.520454,"247 S MAIN ST, MANCHESTER, CT, 06040",247 South Main Street,Manchester,Manchester,06040-6561
Arts Workforce,AWI,green,,,,,2020,Vernon Community Arts Center,"$3,750",709 Hartford Turnpike Vernon CT 06066-5115,41.838776,-72.46568,"709 HARTFORD TPKE, VERNON, CT, 06066",709 Hartford Turnpike,Vernon,Vernon Rockville,06066-5115
Arts Workforce,AWI,green,,,,,2018,Eastern Connecticut Center - EC-CHAP,"$3,750",156 River Road Willington CT 06279,41.857235,-72.29952,"156 RIVER RD, WILLINGTON, CT, 06279",156 River Road,Willington,Willington,6279
Arts Workforce,AWI,green,,,,,2020,Eastern Connecticut Center - EC-CHAP,"$3,750",156 River Road Willington CT 06279,41.857235,-72.29952,"156 RIVER RD, WILLINGTON, CT, 06279",156 River Road,Willington,Willington,6279
Arts Workforce,AWI,green,,,,,2017,"Writer's Block Ink, Inc.^The","$3,660",12 Masonic Street New London CT 06320,41.35527,-72.09535,"12 MASONIC ST, NEW LONDON, CT, 06320",12 Masonic Street,New London,New London,6320
Arts Workforce,AWI,green,,,,,2018,"Writer's Block Ink, Inc.^The","$3,750",12 Masonic Street New London CT 06320,41.35527,-72.09535,"12 MASONIC ST, NEW LONDON, CT, 06320",12 Masonic Street,New London,New London,6320
Arts Workforce,AWI,green,,,,,2017,Expressiones Cultural Center,"$3,750",84 Bank Street New London CT 06320,41.353004,-72.09462,"84 BANK ST, NEW LONDON, CT, 06320",84 Bank Street,New London,New London,6320
Arts Workforce,AWI,green,,,,,2018,Expressiones Cultural Center,"$3,750",84 Bank Street New London CT 06320,41.353004,-72.09462,"84 BANK ST, NEW LONDON, CT, 06320",84 Bank Street,New London,New London,6320
Arts Workforce,AWI,green,,,,,2020,Artreach Incorporated - Second Step Players,"$3,750",401 West Thames Street Norwich CT 06360-7106,41.503906,-72.09163,"401 W THAMES ST, NORWICH, CT, 06360",401 West Thames Street,Norwich,Norwich,06360-7106
Arts Workforce,AWI,green,,,,,2019,Bruce Museum^The,"$3,750",One Museum Drive Greenwich CT 06830-7100,41.0198906,-73.6215148,"Museum Dr, Greenwich, CT 06830, USA",One Museum Drive,Greenwich,Greenwich,06830-7100
Arts Workforce,AWI,green,,,,,2019,Bruce Museum^The,"$3,750",One Museum Drive Greenwich CT 06830-7100,41.0198906,-73.6215148,"Museum Dr, Greenwich, CT 06830, USA",One Museum Drive,Greenwich,Greenwich,06830-7100
Arts Workforce,AWI,green,,,,,2018,Stamford Downtown Special Services District,"$3,750",5 Landmark Square Stamford CT 06901-2500,41.0547012,-73.5372769,"5 Landmark Square, Stamford, CT 06901, USA",5 Landmark Square,Stamford,Stamford,06901-2500
Arts Workforce,AWI,green,,,,,2019,Stamford Downtown Special Services District,"$3,750",5 Landmark Square Stamford CT 06901-2500,41.0547012,-73.5372769,"5 Landmark Square, Stamford, CT 06901, USA",5 Landmark Square,Stamford,Stamford,06901-2500
Arts Workforce,AWI,green,,,,,2018,Regina A Quick Center for Arts,"$7,500",Fairfield University Fairfield CT 06824-5157,41.1588424,-73.2573886,"1073 N Benson Rd, Fairfield, CT 06824, USA",Fairfield University,Fairfield,Fairfield,06824-5157
Arts Workforce,AWI,green,,,,,2018,Maggie Daly Arts Cooperative,"$3,750",1042 Broad Street Bridgeport CT 06604,41.1776789,-73.1903663,"1042 Broad St, Bridgeport, CT 06604, USA",1042 Broad Street,Bridgeport,Bridgeport,6604
Arts Workforce,AWI,green,,,,,2017,City Lights and Company,"$3,750",130 Elm Street Bridgeport CT 06604,41.179413,-73.191851,"130 Elm St, Bridgeport, CT 06604, USA",130 Elm Street,Bridgeport,Bridgeport,6604
Arts Workforce,AWI,green,,,,,2020,City Lights and Company,"$3,750",130 Elm Street Bridgeport CT 06604,41.179413,-73.191851,"130 Elm St, Bridgeport, CT 06604, USA",130 Elm Street,Bridgeport,Bridgeport,6604
Arts Workforce,AWI,green,,,,,2017,"Neighborhood Studios of Fairfield County, Inc.","$3,750",391 East Washington Avenue Bridgeport CT 06608-2127,41.1861975,-73.1852503,"391 E Washington Ave, Bridgeport, CT 06608, USA",391 East Washington Avenue,Bridgeport,Bridgeport,06608-2127
Arts Workforce,AWI,green,,,,,2020,"Neighborhood Studios of Fairfield County, Inc.","$3,750",391 East Washington Avenue Bridgeport CT 06608-2127,41.1861975,-73.1852503,"391 E Washington Ave, Bridgeport, CT 06608, USA",391 East Washington Avenue,Bridgeport,Bridgeport,06608-2127
Arts Workforce,AWI,green,,,,,2019,Shoreline Arts Alliance,"$3,750",725 Boston Post Road Guilford CT 06437-2700,41.289268,-72.6728137,"725 Boston Post Rd, Guilford, CT 06437, USA",725 Boston Post Road,Guilford,Guilford,06437-2700
Arts Workforce,AWI,green,,,,,2019,Shoreline Arts Alliance,"$3,750",725 Boston Post Road Guilford CT 06437-2700,41.289268,-72.6728137,"725 Boston Post Rd, Guilford, CT 06437, USA",725 Boston Post Road,Guilford,Guilford,06437-2700
Arts Workforce,AWI,green,,,,,2019,New Haven Pride Center,"$3,750",PO Box 8914 New Haven CT 06532,41.3048459,-72.9233154,"754 Chapel St, New Haven, CT 06510, USA",PO Box 8914,New Haven,New Haven,6532
Arts Workforce,AWI,green,,,,,2018,Elm Shakespeare Company^The,"$3,750",254 College Street New Haven CT 06520,41.3067074,-72.9292752,"254 College St, New Haven, CT 06510, USA",254 College Street,New Haven,New Haven,6520
Arts Workforce,AWI,green,,,,,2019,Guilford Performing Arts Festival,"$3,750",316 Little Meadow Road Guilford CT 06437,41.3093633,-72.6857232,"316 Little Meadow Rd, Guilford, CT 06437, USA",316 Little Meadow Road,Guilford,Guilford,6437
Arts Workforce,AWI,green,,,,,2020,Southeastern CT Cultural Coalition,"$3,750",PO Box 95 New London CT 063220,41.3556539,-72.0995209,"New London, CT, USA",PO Box 95,New London,New London,63220
